theta1,theta2,p1,p2
-1.117942,-0.739901,-8.149690,-7.547815
-1.118042,-0.740563,-8.149201,-7.547397
-1.118142,-0.741225,-8.148711,-7.546978
-1.118241,-0.741887,-8.148222,-7.546558
-1.118341,-0.742549,-8.147732,-7.546137
-1.118440,-0.743211,-8.147243,-7.545714
-1.118539,-0.743873,-8.146753,-7.545291
-1.118638,-0.744536,-8.146263,-7.544867
-1.118737,-0.745198,-8.145773,-7.544441
-1.118836,-0.745860,-8.145282,-7.544015
-1.118935,-0.746523,-8.144792,-7.543587
-1.119034,-0.747185,-8.144301,-7.543158
-1.119132,-0.747847,-8.143811,-7.542728
-1.119231,-0.748510,-8.143320,-7.542298
-1.119329,-0.749172,-8.142829,-7.541866
-1.119428,-0.749835,-8.142337,-7.541433
-1.119526,-0.750497,-8.141846,-7.540999
-1.119624,-0.751160,-8.141354,-7.540563
-1.119722,-0.751823,-8.140862,-7.540127
-1.119819,-0.752485,-8.140370,-7.539690
-1.119917,-0.753148,-8.139878,-7.539252
-1.120015,-0.753811,-8.139385,-7.538812
-1.120112,-0.754474,-8.138892,-7.538372
-1.120210,-0.755137,-8.138399,-7.537930
-1.120307,-0.755800,-8.137906,-7.537488
-1.120404,-0.756463,-8.137413,-7.537044
-1.120501,-0.757126,-8.136919,-7.536599
-1.120598,-0.757789,-8.136425,-7.536154
-1.120695,-0.758452,-8.135930,-7.535707
-1.120792,-0.759115,-8.135436,-7.535259
-1.120888,-0.759778,-8.134941,-7.534810
-1.120985,-0.760441,-8.134446,-7.534360
-1.121081,-0.761104,-8.133950,-7.533909
-1.121177,-0.761768,-8.133455,-7.533457
-1.121274,-0.762431,-8.132959,-7.533004
-1.121370,-0.763094,-8.132462,-7.532550
-1.121466,-0.763757,-8.131966,-7.532094
-1.121561,-0.764421,-8.131468,-7.531638
-1.121657,-0.765084,-8.130971,-7.531181
-1.121753,-0.765748,-8.130473,-7.530723
-1.121848,-0.766411,-8.129975,-7.530263
-1.121944,-0.767075,-8.129477,-7.529803
-1.122039,-0.767738,-8.128978,-7.529341
-1.122134,-0.768402,-8.128479,-7.528879
-1.122229,-0.769066,-8.127979,-7.528415
-1.122324,-0.769729,-8.127479,-7.527951
-1.122419,-0.770393,-8.126979,-7.527485
-1.122514,-0.771057,-8.126478,-7.527018
-1.122609,-0.771721,-8.125977,-7.526551
-1.122703,-0.772384,-8.125476,-7.526082
-1.122798,-0.773048,-8.124974,-7.525612
-1.122892,-0.773712,-8.124472,-7.525141
-1.122986,-0.774376,-8.123969,-7.524669
-1.123081,-0.775040,-8.123465,-7.524197
-1.123175,-0.775704,-8.122962,-7.523723
-1.123269,-0.776368,-8.122458,-7.523248
-1.123362,-0.777032,-8.121953,-7.522772
-1.123456,-0.777696,-8.121448,-7.522295
-1.123550,-0.778360,-8.120943,-7.521817
-1.123643,-0.779024,-8.120437,-7.521338
-1.123737,-0.779688,-8.119930,-7.520858
-1.123830,-0.780353,-8.119423,-7.520377
-1.123923,-0.781017,-8.118916,-7.519895
-1.124016,-0.781681,-8.118408,-7.519412
-1.124109,-0.782346,-8.117899,-7.518928
-1.124202,-0.783010,-8.117390,-7.518442
-1.124295,-0.783674,-8.116880,-7.517956
-1.124388,-0.784339,-8.116370,-7.517469
-1.124480,-0.785003,-8.115860,-7.516981
-1.124573,-0.785668,-8.115349,-7.516492
-1.124665,-0.786332,-8.114837,-7.516002
-1.124757,-0.786997,-8.114325,-7.515510
-1.124849,-0.787661,-8.113812,-7.515018
-1.124942,-0.788326,-8.113298,-7.514525
-1.125033,-0.788990,-8.112784,-7.514031
-1.125125,-0.789655,-8.112270,-7.513536
-1.125217,-0.790320,-8.111755,-7.513039
-1.125309,-0.790984,-8.111239,-7.512542
-1.125400,-0.791649,-8.110722,-7.512044
-1.125492,-0.792314,-8.110205,-7.511545
-1.125583,-0.792979,-8.109688,-7.511044
-1.125674,-0.793644,-8.109169,-7.510543
-1.125765,-0.794308,-8.108650,-7.510041
-1.125857,-0.794973,-8.108131,-7.509538
-1.125947,-0.795638,-8.107611,-7.509033
-1.126038,-0.796303,-8.107090,-7.508528
-1.126129,-0.796968,-8.106568,-7.508022
-1.126220,-0.797633,-8.106046,-7.507515
-1.126310,-0.798298,-8.105523,-7.507007
-1.126401,-0.798963,-8.105000,-7.506497
-1.126491,-0.799628,-8.104475,-7.505987
-1.126581,-0.800293,-8.103950,-7.505476
-1.126671,-0.800958,-8.103425,-7.504964
-1.126761,-0.801624,-8.102898,-7.504451
-1.126851,-0.802289,-8.102371,-7.503937
-1.126941,-0.802954,-8.101843,-7.503421
-1.127031,-0.803619,-8.101315,-7.502905
-1.127121,-0.804285,-8.100785,-7.502388
-1.127210,-0.804950,-8.100255,-7.501870
-1.127299,-0.805615,-8.099724,-7.501351
-1.127389,-0.806281,-8.099193,-7.500831
-1.127478,-0.806946,-8.098660,-7.500310
-1.127567,-0.807611,-8.098127,-7.499788
-1.127656,-0.808277,-8.097593,-7.499265
-1.127745,-0.808942,-8.097059,-7.498741
-1.127834,-0.809608,-8.096523,-7.498216
-1.127923,-0.810273,-8.095987,-7.497690
-1.128011,-0.810939,-8.095450,-7.497164
-1.128100,-0.811604,-8.094912,-7.496636
-1.128188,-0.812270,-8.094373,-7.496107
-1.128277,-0.812935,-8.093833,-7.495577
-1.128365,-0.813601,-8.093293,-7.495047
-1.128453,-0.814267,-8.092752,-7.494515
-1.128541,-0.814932,-8.092209,-7.493982
-1.128629,-0.815598,-8.091666,-7.493449
-1.128717,-0.816264,-8.091122,-7.492914
-1.128805,-0.816930,-8.090578,-7.492378
-1.128892,-0.817595,-8.090032,-7.491842
-1.128980,-0.818261,-8.089485,-7.491304
-1.129067,-0.818927,-8.088938,-7.490766
-1.129155,-0.819593,-8.088390,-7.490227
-1.129242,-0.820259,-8.087840,-7.489686
-1.129329,-0.820925,-8.087290,-7.489145
-1.129416,-0.821591,-8.086739,-7.488603
-1.129503,-0.822256,-8.086187,-7.488060
-1.129590,-0.822922,-8.085634,-7.487515
-1.129677,-0.823588,-8.085080,-7.486970
-1.129764,-0.824254,-8.084525,-7.486424
-1.129850,-0.824920,-8.083969,-7.485877
-1.129937,-0.825587,-8.083412,-7.485329
-1.130023,-0.826253,-8.082854,-7.484780
-1.130109,-0.826919,-8.082295,-7.484231
-1.130196,-0.827585,-8.081736,-7.483680
-1.130282,-0.828251,-8.081175,-7.483128
-1.130368,-0.828917,-8.080613,-7.482575
-1.130454,-0.829583,-8.080050,-7.482022
-1.130539,-0.830249,-8.079486,-7.481467
-1.130625,-0.830916,-8.078921,-7.480912
-1.130711,-0.831582,-8.078356,-7.480355
-1.130796,-0.832248,-8.077789,-7.479798
-1.130882,-0.832914,-8.077221,-7.479239
-1.130967,-0.833581,-8.076652,-7.478680
-1.131052,-0.834247,-8.076081,-7.478120
-1.131137,-0.834913,-8.075510,-7.477559
-1.131223,-0.835580,-8.074938,-7.476997
-1.131308,-0.836246,-8.074364,-7.476434
-1.131392,-0.836913,-8.073790,-7.475870
-1.131477,-0.837579,-8.073214,-7.475305
-1.131562,-0.838245,-8.072638,-7.474739
-1.131646,-0.838912,-8.072060,-7.474172
-1.131731,-0.839578,-8.071481,-7.473605
-1.131815,-0.840245,-8.070901,-7.473036
-1.131900,-0.840911,-8.070320,-7.472467
-1.131984,-0.841578,-8.069738,-7.471896
-1.132068,-0.842244,-8.069154,-7.471325
-1.132152,-0.842911,-8.068569,-7.470753
-1.132236,-0.843578,-8.067984,-7.470179
-1.132320,-0.844244,-8.067397,-7.469605
-1.132404,-0.844911,-8.066808,-7.469030
-1.132487,-0.845578,-8.066219,-7.468454
-1.132571,-0.846244,-8.065629,-7.467878
-1.132654,-0.846911,-8.065037,-7.467300
-1.132738,-0.847578,-8.064444,-7.466721
-1.132821,-0.848244,-8.063850,-7.466141
-1.132904,-0.848911,-8.063254,-7.465561
-1.132987,-0.849578,-8.062658,-7.464980
-1.133070,-0.850245,-8.062060,-7.464397
-1.133153,-0.850911,-8.061461,-7.463814
-1.133236,-0.851578,-8.060860,-7.463230
-1.133319,-0.852245,-8.060259,-7.462645
-1.133401,-0.852912,-8.059656,-7.462059
-1.133484,-0.853579,-8.059052,-7.461472
-1.133566,-0.854245,-8.058446,-7.460884
-1.133649,-0.854912,-8.057840,-7.460295
-1.133731,-0.855579,-8.057232,-7.459706
-1.133813,-0.856246,-8.056622,-7.459115
-1.133895,-0.856913,-8.056012,-7.458524
-1.133977,-0.857580,-8.055400,-7.457932
-1.134059,-0.858247,-8.054786,-7.457338
-1.134141,-0.858914,-8.054172,-7.456744
-1.134223,-0.859581,-8.053556,-7.456149
-1.134304,-0.860248,-8.052938,-7.455554
-1.134386,-0.860915,-8.052320,-7.454957
-1.134467,-0.861582,-8.051700,-7.454359
-1.134549,-0.862249,-8.051078,-7.453761
-1.134630,-0.862916,-8.050456,-7.453161
-1.134711,-0.863583,-8.049832,-7.452561
-1.134792,-0.864250,-8.049206,-7.451960
-1.134873,-0.864917,-8.048579,-7.451357
-1.134954,-0.865585,-8.047951,-7.450754
-1.135035,-0.866252,-8.047321,-7.450151
-1.135116,-0.866919,-8.046690,-7.449546
-1.135196,-0.867586,-8.046057,-7.448940
-1.135277,-0.868253,-8.045423,-7.448334
-1.135357,-0.868920,-8.044788,-7.447726
-1.135438,-0.869588,-8.044151,-7.447118
-1.135518,-0.870255,-8.043512,-7.446509
-1.135598,-0.870922,-8.042873,-7.445899
-1.135678,-0.871589,-8.042231,-7.445288
-1.135758,-0.872257,-8.041589,-7.444676
-1.135838,-0.872924,-8.040944,-7.444063
-1.135918,-0.873591,-8.040299,-7.443450
-1.135998,-0.874258,-8.039651,-7.442835
-1.136077,-0.874926,-8.039003,-7.442220
-1.136157,-0.875593,-8.038352,-7.441604
-1.136236,-0.876260,-8.037701,-7.440987
-1.136316,-0.876928,-8.037047,-7.440369
-1.136395,-0.877595,-8.036392,-7.439750
-1.136474,-0.878262,-8.035736,-7.439130
-1.136553,-0.878930,-8.035078,-7.438510
-1.136632,-0.879597,-8.034419,-7.437888
-1.136711,-0.880265,-8.033758,-7.437266
-1.136790,-0.880932,-8.033095,-7.436643
-1.136869,-0.881599,-8.032431,-7.436019
-1.136948,-0.882267,-8.031765,-7.435394
-1.137026,-0.882934,-8.031098,-7.434768
-1.137105,-0.883602,-8.030429,-7.434142
-1.137183,-0.884269,-8.029758,-7.433514
-1.137261,-0.884937,-8.029086,-7.432886
-1.137340,-0.885604,-8.028412,-7.432257
-1.137418,-0.886272,-8.027737,-7.431627
-1.137496,-0.886939,-8.027060,-7.430996
-1.137574,-0.887607,-8.026381,-7.430364
-1.137652,-0.888274,-8.025700,-7.429732
-1.137730,-0.888942,-8.025018,-7.429098
-1.137807,-0.889609,-8.024335,-7.428464
-1.137885,-0.890277,-8.023649,-7.427829
-1.137962,-0.890945,-8.022962,-7.427193
-1.138040,-0.891612,-8.022274,-7.426556
-1.138117,-0.892280,-8.021583,-7.425918
-1.138194,-0.892947,-8.020891,-7.425280
-1.138272,-0.893615,-8.020197,-7.424640
-1.138349,-0.894283,-8.019502,-7.424000
-1.138426,-0.894950,-8.018805,-7.423359
-1.138503,-0.895618,-8.018106,-7.422717
-1.138579,-0.896286,-8.017405,-7.422074
-1.138656,-0.896953,-8.016703,-7.421431
-1.138733,-0.897621,-8.015999,-7.420786
-1.138809,-0.898289,-8.015293,-7.420141
-1.138886,-0.898956,-8.014585,-7.419495
-1.138962,-0.899624,-8.013875,-7.418848
-1.139039,-0.900292,-8.013164,-7.418200
-1.139115,-0.900959,-8.012451,-7.417552
-1.139191,-0.901627,-8.011736,-7.416902
-1.139267,-0.902295,-8.011020,-7.416252
-1.139343,-0.902963,-8.010301,-7.415601
-1.139419,-0.903630,-8.009581,-7.414949
-1.139495,-0.904298,-8.008859,-7.414296
-1.139570,-0.904966,-8.008135,-7.413643
-1.139646,-0.905634,-8.007410,-7.412988
-1.139722,-0.906301,-8.006682,-7.412333
-1.139797,-0.906969,-8.005953,-7.411677
-1.139872,-0.907637,-8.005222,-7.411020
-1.139948,-0.908305,-8.004489,-7.410362
-1.140023,-0.908973,-8.003754,-7.409704
-1.140098,-0.909640,-8.003017,-7.409044
-1.140173,-0.910308,-8.002278,-7.408384
-1.140248,-0.910976,-8.001538,-7.407723
-1.140323,-0.911644,-8.000795,-7.407061
-1.140398,-0.912312,-8.000051,-7.406399
-1.140472,-0.912980,-7.999305,-7.405735
-1.140547,-0.913647,-7.998556,-7.405071
-1.140621,-0.914315,-7.997806,-7.404406
-1.140696,-0.914983,-7.997054,-7.403740
-1.140770,-0.915651,-7.996300,-7.403073
-1.140844,-0.916319,-7.995544,-7.402406
-1.140919,-0.916987,-7.994787,-7.401738
-1.140993,-0.917655,-7.994027,-7.401068
-1.141067,-0.918323,-7.993265,-7.400398
-1.141141,-0.918991,-7.992501,-7.399728
-1.141214,-0.919658,-7.991736,-7.399056
-1.141288,-0.920326,-7.990968,-7.398384
-1.141362,-0.920994,-7.990198,-7.397711
-1.141435,-0.921662,-7.989426,-7.397037
-1.141509,-0.922330,-7.988653,-7.396362
-1.141582,-0.922998,-7.987877,-7.395686
-1.141656,-0.923666,-7.987099,-7.395010
-1.141729,-0.924334,-7.986320,-7.394333
-1.141802,-0.925002,-7.985538,-7.393655
-1.141875,-0.925670,-7.984754,-7.392976
-1.141948,-0.926338,-7.983968,-7.392296
-1.142021,-0.927006,-7.983181,-7.391616
-1.142094,-0.927674,-7.982391,-7.390935
-1.142167,-0.928342,-7.981599,-7.390253
-1.142239,-0.929010,-7.980805,-7.389570
-1.142312,-0.929678,-7.980008,-7.388886
-1.142384,-0.930346,-7.979210,-7.388202
-1.142457,-0.931014,-7.978410,-7.387517
-1.142529,-0.931682,-7.977608,-7.386831
-1.142601,-0.932350,-7.976803,-7.386144
-1.142673,-0.933018,-7.975996,-7.385457
-1.142745,-0.933686,-7.975188,-7.384768
-1.142817,-0.934354,-7.974377,-7.384079
-1.142889,-0.935022,-7.973564,-7.383389
-1.142961,-0.935690,-7.972749,-7.382699
-1.143033,-0.936358,-7.971932,-7.382007
-1.143105,-0.937026,-7.971112,-7.381315
-1.143176,-0.937694,-7.970291,-7.380622
-1.143248,-0.938362,-7.969467,-7.379928
-1.143319,-0.939030,-7.968641,-7.379234
-1.143390,-0.939698,-7.967813,-7.378538
-1.143461,-0.940366,-7.966983,-7.377842
-1.143533,-0.941034,-7.966150,-7.377145
-1.143604,-0.941703,-7.965316,-7.376448
-1.143675,-0.942371,-7.964479,-7.375749
-1.143746,-0.943039,-7.963640,-7.375050
-1.143816,-0.943707,-7.962799,-7.374350
-1.143887,-0.944375,-7.961955,-7.373649
-1.143958,-0.945043,-7.961110,-7.372948
-1.144028,-0.945711,-7.960262,-7.372245
-1.144099,-0.946379,-7.959412,-7.371542
-1.144169,-0.947047,-7.958559,-7.370838
-1.144239,-0.947715,-7.957705,-7.370134
-1.144310,-0.948383,-7.956848,-7.369428
-1.144380,-0.949052,-7.955989,-7.368722
-1.144450,-0.949720,-7.955127,-7.368015
-1.144520,-0.950388,-7.954263,-7.367308
-1.144590,-0.951056,-7.953397,-7.366599
-1.144659,-0.951724,-7.952529,-7.365890
-1.144729,-0.952392,-7.951659,-7.365180
-1.144799,-0.953060,-7.950786,-7.364469
-1.144868,-0.953728,-7.949911,-7.363758
-1.144938,-0.954397,-7.949033,-7.363046
-1.145007,-0.955065,-7.948153,-7.362333
-1.145077,-0.955733,-7.947271,-7.361619
-1.145146,-0.956401,-7.946387,-7.360905
-1.145215,-0.957069,-7.945500,-7.360189
-1.145284,-0.957737,-7.944611,-7.359473
-1.145353,-0.958405,-7.943719,-7.358757
-1.145422,-0.959073,-7.942826,-7.358039
-1.145491,-0.959742,-7.941929,-7.357321
-1.145559,-0.960410,-7.941031,-7.356602
-1.145628,-0.961078,-7.940130,-7.355882
-1.145697,-0.961746,-7.939227,-7.355162
-1.145765,-0.962414,-7.938321,-7.354440
-1.145834,-0.963082,-7.937413,-7.353718
-1.145902,-0.963750,-7.936502,-7.352996
-1.145970,-0.964419,-7.935589,-7.352272
-1.146038,-0.965087,-7.934674,-7.351548
-1.146106,-0.965755,-7.933756,-7.350823
-1.146174,-0.966423,-7.932836,-7.350097
-1.146242,-0.967091,-7.931914,-7.349371
-1.146310,-0.967759,-7.930989,-7.348644
-1.146378,-0.968428,-7.930061,-7.347916
-1.146445,-0.969096,-7.929131,-7.347187
-1.146513,-0.969764,-7.928199,-7.346458
-1.146580,-0.970432,-7.927264,-7.345728
-1.146648,-0.971100,-7.926327,-7.344997
-1.146715,-0.971768,-7.925387,-7.344265
-1.146782,-0.972437,-7.924445,-7.343533
-1.146850,-0.973105,-7.923500,-7.342800
-1.146917,-0.973773,-7.922553,-7.342066
-1.146984,-0.974441,-7.921604,-7.341332
-1.147051,-0.975109,-7.920651,-7.340596
-1.147117,-0.975777,-7.919697,-7.339860
-1.147184,-0.976446,-7.918740,-7.339124
-1.147251,-0.977114,-7.917780,-7.338386
-1.147317,-0.977782,-7.916818,-7.337648
-1.147384,-0.978450,-7.915853,-7.336909
-1.147450,-0.979118,-7.914886,-7.336170
-1.147517,-0.979787,-7.913916,-7.335430
-1.147583,-0.980455,-7.912944,-7.334689
-1.147649,-0.981123,-7.911969,-7.333947
-1.147715,-0.981791,-7.910991,-7.333204
-1.147781,-0.982459,-7.910011,-7.332461
-1.147847,-0.983127,-7.909029,-7.331717
-1.147913,-0.983796,-7.908044,-7.330973
-1.147979,-0.984464,-7.907056,-7.330227
-1.148044,-0.985132,-7.906066,-7.329481
-1.148110,-0.985800,-7.905073,-7.328735
-1.148176,-0.986468,-7.904077,-7.327987
-1.148241,-0.987136,-7.903079,-7.327239
-1.148306,-0.987805,-7.902079,-7.326490
-1.148372,-0.988473,-7.901075,-7.325741
-1.148437,-0.989141,-7.900069,-7.324990
-1.148502,-0.989809,-7.899061,-7.324239
-1.148567,-0.990477,-7.898050,-7.323488
-1.148632,-0.991146,-7.897036,-7.322735
-1.148697,-0.991814,-7.896020,-7.321982
-1.148761,-0.992482,-7.895001,-7.321228
-1.148826,-0.993150,-7.893979,-7.320474
-1.148891,-0.993818,-7.892955,-7.319719
-1.148955,-0.994486,-7.891928,-7.318963
-1.149020,-0.995155,-7.890898,-7.318206
-1.149084,-0.995823,-7.889866,-7.317449
-1.149148,-0.996491,-7.888831,-7.316691
-1.149213,-0.997159,-7.887793,-7.315932
-1.149277,-0.997827,-7.886753,-7.315173
-1.149341,-0.998496,-7.885710,-7.314413
-1.149405,-0.999164,-7.884664,-7.313652
-1.149469,-0.999832,-7.883616,-7.312890
-1.149532,-1.000500,-7.882564,-7.312128
-1.149596,-1.001168,-7.881511,-7.311365
-1.149660,-1.001836,-7.880454,-7.310602
-1.149723,-1.002505,-7.879395,-7.309838
-1.149787,-1.003173,-7.878333,-7.309073
-1.149850,-1.003841,-7.877268,-7.308307
-1.149913,-1.004509,-7.876201,-7.307541
-1.149976,-1.005177,-7.875130,-7.306774
-1.150040,-1.005845,-7.874058,-7.306006
-1.150103,-1.006514,-7.872982,-7.305238
-1.150166,-1.007182,-7.871903,-7.304469
-1.150228,-1.007850,-7.870822,-7.303699
-1.150291,-1.008518,-7.869738,-7.302929
-1.150354,-1.009186,-7.868652,-7.302158
-1.150417,-1.009854,-7.867562,-7.301386
-1.150479,-1.010523,-7.866470,-7.300614
-1.150542,-1.011191,-7.865375,-7.299840
-1.150604,-1.011859,-7.864277,-7.299067
-1.150666,-1.012527,-7.863177,-7.298292
-1.150729,-1.013195,-7.862073,-7.297517
-1.150791,-1.013863,-7.860967,-7.296741
-1.150853,-1.014532,-7.859858,-7.295965
-1.150915,-1.015200,-7.858746,-7.295188
-1.150977,-1.015868,-7.857632,-7.294410
-1.151038,-1.016536,-7.856514,-7.293632
-1.151100,-1.017204,-7.855394,-7.292852
-1.151162,-1.017872,-7.854271,-7.292073
-1.151223,-1.018541,-7.853145,-7.291292
-1.151285,-1.019209,-7.852016,-7.290511
-1.151346,-1.019877,-7.850884,-7.289729
-1.151408,-1.020545,-7.849750,-7.288947
-1.151469,-1.021213,-7.848613,-7.288164
-1.151530,-1.021881,-7.847473,-7.287380
-1.151591,-1.022549,-7.846330,-7.286595
-1.151652,-1.023218,-7.845184,-7.285810
-1.151713,-1.023886,-7.844035,-7.285025
-1.151774,-1.024554,-7.842883,-7.284238
-1.151834,-1.025222,-7.841729,-7.283451
-1.151895,-1.025890,-7.840572,-7.282663
-1.151956,-1.026558,-7.839411,-7.281875
-1.152016,-1.027226,-7.838248,-7.281086
-1.152076,-1.027895,-7.837082,-7.280296
-1.152137,-1.028563,-7.835913,-7.279506
-1.152197,-1.029231,-7.834742,-7.278715
-1.152257,-1.029899,-7.833567,-7.277924
-1.152317,-1.030567,-7.832389,-7.277131
-1.152377,-1.031235,-7.831209,-7.276338
-1.152437,-1.031903,-7.830025,-7.275545
-1.152497,-1.032571,-7.828839,-7.274751
-1.152557,-1.033240,-7.827650,-7.273956
-1.152616,-1.033908,-7.826457,-7.273160
-1.152676,-1.034576,-7.825262,-7.272364
-1.152735,-1.035244,-7.824064,-7.271567
-1.152795,-1.035912,-7.822863,-7.270770
-1.152854,-1.036580,-7.821659,-7.269972
-1.152913,-1.037248,-7.820452,-7.269173
-1.152973,-1.037916,-7.819243,-7.268374
-1.153032,-1.038585,-7.818030,-7.267574
-1.153091,-1.039253,-7.816814,-7.266773
-1.153149,-1.039921,-7.815595,-7.265972
-1.153208,-1.040589,-7.814373,-7.265170
-1.153267,-1.041257,-7.813149,-7.264368
-1.153326,-1.041925,-7.811921,-7.263565
-1.153384,-1.042593,-7.810690,-7.262761
-1.153443,-1.043261,-7.809457,-7.261957
-1.153501,-1.043929,-7.808220,-7.261152
-1.153559,-1.044598,-7.806981,-7.260346
-1.153618,-1.045266,-7.805738,-7.259540
-1.153676,-1.045934,-7.804493,-7.258733
-1.153734,-1.046602,-7.803244,-7.257925
-1.153792,-1.047270,-7.801992,-7.257117
-1.153850,-1.047938,-7.800738,-7.256308
-1.153908,-1.048606,-7.799480,-7.255499
-1.153965,-1.049274,-7.798220,-7.254689
-1.154023,-1.049942,-7.796956,-7.253878
-1.154081,-1.050610,-7.795689,-7.253067
-1.154138,-1.051278,-7.794420,-7.252255
-1.154196,-1.051947,-7.793147,-7.251443
-1.154253,-1.052615,-7.791871,-7.250630
-1.154310,-1.053283,-7.790593,-7.249816
-1.154367,-1.053951,-7.789311,-7.249002
-1.154424,-1.054619,-7.788026,-7.248187
-1.154481,-1.055287,-7.786738,-7.247371
-1.154538,-1.055955,-7.785447,-7.246555
-1.154595,-1.056623,-7.784153,-7.245738
-1.154652,-1.057291,-7.782856,-7.244921
-1.154708,-1.057959,-7.781556,-7.244103
-1.154765,-1.058627,-7.780253,-7.243284
-1.154821,-1.059295,-7.778947,-7.242465
-1.154878,-1.059963,-7.777637,-7.241645
-1.154934,-1.060632,-7.776325,-7.240825
-1.154990,-1.061300,-7.775010,-7.240004
-1.155046,-1.061968,-7.773691,-7.239182
-1.155103,-1.062636,-7.772370,-7.238360
-1.155158,-1.063304,-7.771045,-7.237538
-1.155214,-1.063972,-7.769717,-7.236714
-1.155270,-1.064640,-7.768387,-7.235890
-1.155326,-1.065308,-7.767053,-7.235066
-1.155382,-1.065976,-7.765716,-7.234240
-1.155437,-1.066644,-7.764376,-7.233415
-1.155493,-1.067312,-7.763032,-7.232588
-1.155548,-1.067980,-7.761686,-7.231761
-1.155603,-1.068648,-7.760337,-7.230934
-1.155658,-1.069316,-7.758984,-7.230106
-1.155714,-1.069984,-7.757629,-7.229277
-1.155769,-1.070652,-7.756270,-7.228448
-1.155824,-1.071320,-7.754908,-7.227618
-1.155878,-1.071988,-7.753543,-7.226787
-1.155933,-1.072656,-7.752175,-7.225956
-1.155988,-1.073324,-7.750804,-7.225125
-1.156043,-1.073992,-7.749430,-7.224292
-1.156097,-1.074661,-7.748052,-7.223459
-1.156152,-1.075329,-7.746672,-7.222626
-1.156206,-1.075997,-7.745288,-7.221792
-1.156260,-1.076665,-7.743901,-7.220958
-1.156314,-1.077333,-7.742511,-7.220122
-1.156369,-1.078001,-7.741118,-7.219287
-1.156423,-1.078669,-7.739722,-7.218450
-1.156476,-1.079337,-7.738323,-7.217614
-1.156530,-1.080005,-7.736920,-7.216776
-1.156584,-1.080673,-7.735515,-7.215938
-1.156638,-1.081341,-7.734106,-7.215100
-1.156691,-1.082009,-7.732694,-7.214260
-1.156745,-1.082677,-7.731279,-7.213421
-1.156798,-1.083345,-7.729861,-7.212580
-1.156852,-1.084013,-7.728439,-7.211740
-1.156905,-1.084681,-7.727015,-7.210898
-1.156958,-1.085349,-7.725587,-7.210056
-1.157011,-1.086017,-7.724156,-7.209214
-1.157064,-1.086685,-7.722722,-7.208370
-1.157117,-1.087353,-7.721285,-7.207527
-1.157170,-1.088021,-7.719844,-7.206683
-1.157223,-1.088689,-7.718401,-7.205838
-1.157275,-1.089357,-7.716954,-7.204992
-1.157328,-1.090025,-7.715504,-7.204146
-1.157380,-1.090693,-7.714051,-7.203300
-1.157433,-1.091361,-7.712595,-7.202453
-1.157485,-1.092029,-7.711136,-7.201605
-1.157537,-1.092697,-7.709673,-7.200757
-1.157589,-1.093365,-7.708207,-7.199909
-1.157642,-1.094033,-7.706738,-7.199059
-1.157694,-1.094701,-7.705266,-7.198210
-1.157745,-1.095369,-7.703791,-7.197359
-1.157797,-1.096037,-7.702312,-7.196508
-1.157849,-1.096705,-7.700830,-7.195657
-1.157901,-1.097373,-7.699345,-7.194805
-1.157952,-1.098041,-7.697857,-7.193952
-1.158004,-1.098709,-7.696366,-7.193099
-1.158055,-1.099377,-7.694871,-7.192246
-1.158106,-1.100045,-7.693374,-7.191391
-1.158157,-1.100713,-7.691873,-7.190537
-1.158208,-1.101381,-7.690369,-7.189682
-1.158259,-1.102049,-7.688861,-7.188826
-1.158310,-1.102717,-7.687351,-7.187969
-1.158361,-1.103385,-7.685837,-7.187113
-1.158412,-1.104053,-7.684320,-7.186255
-1.158463,-1.104721,-7.682800,-7.185397
-1.158513,-1.105389,-7.681277,-7.184539
-1.158564,-1.106057,-7.679750,-7.183680
-1.158614,-1.106725,-7.678220,-7.182820
-1.158665,-1.107393,-7.676687,-7.181960
-1.158715,-1.108061,-7.675151,-7.181100
-1.158765,-1.108729,-7.673612,-7.180238
-1.158815,-1.109397,-7.672069,-7.179377
-1.158865,-1.110065,-7.670523,-7.178515
-1.158915,-1.110733,-7.668974,-7.177652
-1.158965,-1.111401,-7.667422,-7.176789
-1.159014,-1.112069,-7.665866,-7.175925
-1.159064,-1.112737,-7.664308,-7.175061
-1.159114,-1.113404,-7.662746,-7.174196
-1.159163,-1.114072,-7.661181,-7.173331
-1.159212,-1.114740,-7.659612,-7.172465
-1.159262,-1.115408,-7.658041,-7.171598
-1.159311,-1.116076,-7.656466,-7.170732
-1.159360,-1.116744,-7.654888,-7.169864
-1.159409,-1.117412,-7.653306,-7.168996
-1.159458,-1.118080,-7.651722,-7.168128
-1.159507,-1.118748,-7.650134,-7.167259
-1.159556,-1.119416,-7.648543,-7.166389
-1.159604,-1.120084,-7.646949,-7.165520
-1.159653,-1.120752,-7.645352,-7.164649
-1.159701,-1.121420,-7.643751,-7.163778
-1.159750,-1.122088,-7.642147,-7.162907
-1.159798,-1.122756,-7.640540,-7.162035
-1.159846,-1.123424,-7.638930,-7.161162
-1.159894,-1.124092,-7.637316,-7.160289
-1.159942,-1.124760,-7.635699,-7.159416
-1.159990,-1.125428,-7.634079,-7.158542
-1.160038,-1.126096,-7.632456,-7.157667
-1.160086,-1.126764,-7.630829,-7.156792
-1.160134,-1.127432,-7.629200,-7.155917
