energia,T,V
5.742842,22.814792,-17.071949
5.742854,22.821171,-17.078317
5.742866,22.827551,-17.084686
5.742877,22.833932,-17.091055
5.742888,22.840313,-17.097424
5.742900,22.846694,-17.103794
5.742911,22.853075,-17.110164
5.742922,22.859457,-17.116535
5.742933,22.865839,-17.122906
5.742944,22.872221,-17.129277
5.742955,22.878604,-17.135649
5.742966,22.884987,-17.142022
5.742976,22.891371,-17.148394
5.742987,22.897754,-17.154768
5.742997,22.904138,-17.161141
5.743008,22.910523,-17.167515
5.743018,22.916908,-17.173890
5.743028,22.923293,-17.180265
5.743038,22.929678,-17.186640
5.743048,22.936064,-17.193016
5.743058,22.942450,-17.199392
5.743068,22.948836,-17.205768
5.743078,22.955223,-17.212146
5.743087,22.961610,-17.218523
5.743097,22.967998,-17.224901
5.743106,22.974385,-17.231279
5.743116,22.980774,-17.237658
5.743125,22.987162,-17.244037
5.743134,22.993551,-17.250417
5.743143,22.999940,-17.256797
5.743152,23.006329,-17.263177
5.743161,23.012719,-17.269558
5.743170,23.019109,-17.275939
5.743179,23.025500,-17.282321
5.743188,23.031891,-17.288703
5.743196,23.038282,-17.295086
5.743205,23.044674,-17.301469
5.743213,23.051065,-17.307852
5.743222,23.057458,-17.314236
5.743230,23.063850,-17.320621
5.743238,23.070243,-17.327005
5.743246,23.076637,-17.333390
5.743254,23.083030,-17.339776
5.743262,23.089424,-17.346162
5.743270,23.095819,-17.352549
5.743278,23.102213,-17.358936
5.743285,23.108608,-17.365323
5.743293,23.115004,-17.371711
5.743301,23.121399,-17.378099
5.743308,23.127796,-17.384487
5.743315,23.134192,-17.390877
5.743323,23.140589,-17.397266
5.743330,23.146986,-17.403656
5.743337,23.153383,-17.410046
5.743344,23.159781,-17.416437
5.743351,23.166180,-17.422828
5.743358,23.172578,-17.429220
5.743365,23.178977,-17.435612
5.743372,23.185376,-17.442005
5.743378,23.191776,-17.448398
5.743385,23.198176,-17.454791
5.743391,23.204577,-17.461185
5.743398,23.210977,-17.467579
5.743404,23.217378,-17.473974
5.743411,23.223780,-17.480369
5.743417,23.230182,-17.486765
5.743423,23.236584,-17.493161
5.743429,23.242987,-17.499557
5.743435,23.249389,-17.505954
5.743441,23.255793,-17.512352
5.743447,23.262196,-17.518749
5.743453,23.268600,-17.525148
5.743459,23.275005,-17.531546
5.743464,23.281410,-17.537945
5.743470,23.287815,-17.544345
5.743475,23.294220,-17.550745
5.743481,23.300626,-17.557145
5.743486,23.307032,-17.563546
5.743491,23.313439,-17.569948
5.743497,23.319846,-17.576349
5.743502,23.326253,-17.582751
5.743507,23.332661,-17.589154
5.743512,23.339069,-17.595557
5.743517,23.345478,-17.601961
5.743522,23.351886,-17.608365
5.743527,23.358296,-17.614769
5.743532,23.364705,-17.621174
5.743536,23.371115,-17.627579
5.743541,23.377526,-17.633985
5.743546,23.383936,-17.640391
5.743550,23.390347,-17.646797
5.743555,23.396759,-17.653204
5.743559,23.403171,-17.659612
5.743563,23.409583,-17.666020
5.743568,23.415996,-17.672428
5.743572,23.422409,-17.678837
5.743576,23.428822,-17.685246
5.743580,23.435236,-17.691656
5.743584,23.441650,-17.698066
5.743588,23.448065,-17.704476
5.743592,23.454479,-17.710887
5.743596,23.460895,-17.717299
5.743600,23.467310,-17.723711
5.743603,23.473727,-17.730123
5.743607,23.480143,-17.736536
5.743611,23.486560,-17.742949
5.743614,23.492977,-17.749363
5.743618,23.499395,-17.755777
5.743621,23.505813,-17.762191
5.743625,23.512231,-17.768606
5.743628,23.518650,-17.775022
5.743631,23.525069,-17.781438
5.743635,23.531489,-17.787854
5.743638,23.537909,-17.794271
5.743641,23.544329,-17.800688
5.743644,23.550750,-17.807106
5.743647,23.557171,-17.813524
5.743650,23.563592,-17.819942
5.743653,23.570014,-17.826361
5.743656,23.576437,-17.832781
5.743659,23.582859,-17.839201
5.743661,23.589283,-17.845621
5.743664,23.595706,-17.852042
5.743667,23.602130,-17.858463
5.743669,23.608554,-17.864885
5.743672,23.614979,-17.871307
5.743674,23.621404,-17.877730
5.743677,23.627830,-17.884153
5.743679,23.634255,-17.890576
5.743682,23.640682,-17.897000
5.743684,23.647108,-17.903424
5.743686,23.653536,-17.909849
5.743689,23.659963,-17.916274
5.743691,23.666391,-17.922700
5.743693,23.672819,-17.929126
5.743695,23.679248,-17.935553
5.743697,23.685677,-17.941980
5.743699,23.692107,-17.948407
5.743701,23.698537,-17.954835
5.743703,23.704967,-17.961264
5.743705,23.711398,-17.967693
5.743707,23.717829,-17.974122
5.743709,23.724260,-17.980552
5.743710,23.730692,-17.986982
5.743712,23.737125,-17.993413
5.743714,23.743558,-17.999844
5.743716,23.749991,-18.006275
5.743717,23.756424,-18.012707
5.743719,23.762859,-18.019140
5.743720,23.769293,-18.025573
5.743722,23.775728,-18.032006
5.743723,23.782163,-18.038440
5.743725,23.788599,-18.044874
5.743726,23.795035,-18.051309
5.743727,23.801471,-18.057744
5.743729,23.807908,-18.064180
5.743730,23.814346,-18.070616
5.743731,23.820783,-18.077052
5.743732,23.827222,-18.083489
5.743734,23.833660,-18.089927
5.743735,23.840099,-18.096364
5.743736,23.846539,-18.102803
5.743737,23.852979,-18.109242
5.743738,23.859419,-18.115681
5.743739,23.865860,-18.122120
5.743740,23.872301,-18.128561
5.743741,23.878742,-18.135001
5.743742,23.885184,-18.141442
5.743743,23.891627,-18.147884
5.743744,23.898069,-18.154326
5.743745,23.904513,-18.160768
5.743745,23.910956,-18.167211
5.743746,23.917400,-18.173654
5.743747,23.923845,-18.180098
5.743748,23.930290,-18.186542
5.743748,23.936735,-18.192987
5.743749,23.943181,-18.199432
5.743750,23.949627,-18.205878
5.743750,23.956074,-18.212324
5.743751,23.962521,-18.218770
5.743752,23.968969,-18.225217
5.743752,23.975416,-18.231664
5.743753,23.981865,-18.238112
5.743753,23.988314,-18.244561
5.743754,23.994763,-18.251009
5.743754,24.001213,-18.257458
5.743755,24.007663,-18.263908
5.743755,24.014113,-18.270358
5.743755,24.020564,-18.276809
5.743756,24.027016,-18.283260
5.743756,24.033468,-18.289711
5.743757,24.039920,-18.296163
5.743757,24.046373,-18.302616
5.743757,24.052826,-18.309069
5.743758,24.059279,-18.315522
5.743758,24.065733,-18.321976
5.743758,24.072188,-18.328430
5.743758,24.078643,-18.334884
5.743759,24.085098,-18.341340
5.743759,24.091554,-18.347795
5.743759,24.098010,-18.354251
5.743759,24.104467,-18.360708
5.743759,24.110924,-18.367165
5.743760,24.117382,-18.373622
5.743760,24.123840,-18.380080
5.743760,24.130298,-18.386538
5.743760,24.136757,-18.392997
5.743760,24.143216,-18.399456
5.743760,24.149676,-18.405916
5.743760,24.156136,-18.412376
5.743760,24.162597,-18.418837
5.743760,24.169058,-18.425298
5.743761,24.175520,-18.431759
5.743761,24.181982,-18.438221
5.743761,24.188444,-18.444684
5.743761,24.194907,-18.451146
5.743761,24.201370,-18.457610
5.743761,24.207834,-18.464074
5.743761,24.214299,-18.470538
5.743761,24.220763,-18.477002
5.743761,24.227228,-18.483468
5.743761,24.233694,-18.489933
5.743761,24.240160,-18.496399
5.743761,24.246627,-18.502866
5.743761,24.253094,-18.509333
5.743761,24.259561,-18.515800
5.743761,24.266029,-18.522268
5.743761,24.272497,-18.528737
5.743761,24.278966,-18.535205
5.743761,24.285436,-18.541675
5.743761,24.291905,-18.548144
5.743761,24.298376,-18.554615
5.743761,24.304846,-18.561085
5.743761,24.311317,-18.567556
5.743761,24.317789,-18.574028
5.743761,24.324261,-18.580500
5.743761,24.330733,-18.586972
5.743761,24.337206,-18.593445
5.743761,24.343680,-18.599919
5.743761,24.350154,-18.606393
5.743761,24.356628,-18.612867
5.743761,24.363103,-18.619342
5.743761,24.369578,-18.625817
5.743761,24.376054,-18.632293
5.743761,24.382530,-18.638769
5.743761,24.389007,-18.645245
5.743761,24.395484,-18.651722
5.743761,24.401961,-18.658200
5.743761,24.408439,-18.664678
5.743762,24.414918,-18.671156
5.743762,24.421397,-18.677635
5.743762,24.427876,-18.684114
5.743762,24.434356,-18.690594
5.743762,24.440837,-18.697075
5.743762,24.447317,-18.703555
5.743762,24.453799,-18.710036
5.743763,24.460281,-18.716518
5.743763,24.466763,-18.723000
