energia,T,V
7.580247,33.808544,-26.228297
7.584008,33.808739,-26.224730
7.587767,33.808929,-26.221162
7.591524,33.809115,-26.217591
7.595278,33.809296,-26.214018
7.599029,33.809472,-26.210443
7.602778,33.809645,-26.206866
7.606525,33.809812,-26.203287
7.610270,33.809975,-26.199705
7.614012,33.810133,-26.196122
7.617751,33.810287,-26.192536
7.621488,33.810436,-26.188948
7.625223,33.810581,-26.185358
7.628956,33.810721,-26.181766
7.632686,33.810857,-26.178171
7.636413,33.810988,-26.174575
7.640138,33.811115,-26.170976
7.643861,33.811237,-26.167375
7.647582,33.811354,-26.163772
7.651300,33.811467,-26.160167
7.655016,33.811576,-26.156560
7.658729,33.811680,-26.152951
7.662440,33.811780,-26.149340
7.666149,33.811875,-26.145726
7.669855,33.811966,-26.142110
7.673559,33.812052,-26.138493
7.677261,33.812134,-26.134873
7.680960,33.812211,-26.131251
7.684657,33.812284,-26.127627
7.688352,33.812353,-26.124001
7.692044,33.812417,-26.120372
7.695734,33.812476,-26.116742
7.699422,33.812532,-26.113110
7.703107,33.812582,-26.109475
7.706790,33.812629,-26.105838
7.710471,33.812671,-26.102200
7.714150,33.812708,-26.098559
7.717826,33.812742,-26.094916
7.721500,33.812770,-26.091271
7.725171,33.812795,-26.087624
7.728840,33.812815,-26.083975
7.732507,33.812831,-26.080323
7.736172,33.812842,-26.076670
7.739835,33.812849,-26.073015
7.743495,33.812852,-26.069357
7.747153,33.812850,-26.065698
7.750808,33.812844,-26.062036
7.754461,33.812834,-26.058372
7.758113,33.812819,-26.054707
7.761761,33.812800,-26.051039
7.765408,33.812777,-26.047369
7.769052,33.812749,-26.043697
7.772694,33.812718,-26.040023
7.776334,33.812681,-26.036347
7.779972,33.812641,-26.032669
7.783607,33.812596,-26.028989
7.787240,33.812547,-26.025307
7.790871,33.812494,-26.021623
7.794500,33.812436,-26.017937
7.798126,33.812375,-26.014248
7.801750,33.812309,-26.010558
7.805372,33.812238,-26.006866
7.808992,33.812164,-26.003172
7.812610,33.812085,-25.999475
7.816225,33.812002,-25.995777
7.819838,33.811915,-25.992076
7.823449,33.811823,-25.988374
7.827058,33.811728,-25.984670
7.830665,33.811628,-25.980963
7.834269,33.811524,-25.977255
7.837871,33.811415,-25.973544
7.841471,33.811303,-25.969832
7.845069,33.811186,-25.966117
7.848665,33.811065,-25.962401
7.852258,33.810940,-25.958682
7.855850,33.810811,-25.954962
7.859439,33.810678,-25.951239
7.863026,33.810541,-25.947515
7.866611,33.810399,-25.943788
7.870194,33.810253,-25.940060
7.873774,33.810103,-25.936329
7.877353,33.809949,-25.932597
7.880929,33.809791,-25.928862
7.884503,33.809629,-25.925126
7.888075,33.809463,-25.921387
7.891645,33.809292,-25.917647
7.895213,33.809118,-25.913904
7.898779,33.808939,-25.910160
7.902342,33.808756,-25.906414
7.905904,33.808569,-25.902666
7.909463,33.808378,-25.898915
7.913020,33.808183,-25.895163
7.916575,33.807984,-25.891409
7.920129,33.807781,-25.887653
7.923679,33.807574,-25.883895
7.927228,33.807363,-25.880135
7.930775,33.807148,-25.876373
7.934320,33.806928,-25.872609
7.937862,33.806705,-25.868843
7.941403,33.806478,-25.865075
7.944941,33.806246,-25.861305
7.948478,33.806011,-25.857533
7.952012,33.805771,-25.853760
7.955544,33.805528,-25.849984
7.959074,33.805280,-25.846206
7.962602,33.805029,-25.842427
7.966128,33.804774,-25.838645
7.969652,33.804514,-25.834862
7.973174,33.804251,-25.831077
7.976694,33.803984,-25.827289
7.980212,33.803712,-25.823500
7.983728,33.803437,-25.819709
7.987242,33.803158,-25.815916
7.990753,33.802875,-25.812121
7.994263,33.802588,-25.808325
7.997771,33.802297,-25.804526
8.001276,33.802002,-25.800725
8.004780,33.801703,-25.796923
8.008282,33.801400,-25.793118
8.011781,33.801093,-25.789312
8.015279,33.800782,-25.785504
8.018775,33.800468,-25.781693
8.022268,33.800150,-25.777881
8.025760,33.799827,-25.774067
8.029249,33.799501,-25.770252
8.032737,33.799171,-25.766434
8.036223,33.798837,-25.762614
8.039706,33.798499,-25.758793
8.043188,33.798157,-25.754969
8.046668,33.797812,-25.751144
8.050146,33.797462,-25.747317
8.053621,33.797109,-25.743488
8.057095,33.796752,-25.739657
8.060567,33.796391,-25.735824
8.064037,33.796026,-25.731989
8.067505,33.795658,-25.728153
8.070971,33.795285,-25.724314
8.074435,33.794909,-25.720474
8.077897,33.794529,-25.716632
8.081357,33.794145,-25.712788
8.084815,33.793758,-25.708942
8.088272,33.793366,-25.705094
8.091726,33.792971,-25.701245
8.095179,33.792572,-25.697393
8.098629,33.792169,-25.693540
8.102078,33.791763,-25.689685
8.105524,33.791352,-25.685828
8.108969,33.790938,-25.681969
8.112412,33.790520,-25.678109
8.115853,33.790099,-25.674246
8.119292,33.789673,-25.670382
8.122729,33.789244,-25.666515
8.126164,33.788812,-25.662647
8.129598,33.788375,-25.658778
8.133029,33.787935,-25.654906
8.136459,33.787491,-25.651032
8.139886,33.787043,-25.647157
8.143312,33.786592,-25.643280
8.146736,33.786137,-25.639401
8.150158,33.785678,-25.635520
8.153578,33.785216,-25.631638
8.156996,33.784750,-25.627753
8.160413,33.784280,-25.623867
8.163827,33.783806,-25.619979
8.167240,33.783329,-25.616089
8.170651,33.782848,-25.612197
8.174060,33.782364,-25.608304
8.177467,33.781876,-25.604409
8.180872,33.781384,-25.600512
8.184276,33.780889,-25.596613
8.187678,33.780390,-25.592712
8.191077,33.779887,-25.588810
8.194475,33.779381,-25.584905
8.197872,33.778871,-25.580999
8.201266,33.778357,-25.577091
8.204658,33.777840,-25.573182
8.208049,33.777319,-25.569270
8.211438,33.776795,-25.565357
8.214825,33.776267,-25.561442
8.218210,33.775736,-25.557525
8.221594,33.775201,-25.553607
8.224975,33.774662,-25.549687
8.228355,33.774120,-25.545765
8.231733,33.773574,-25.541841
8.235109,33.773025,-25.537915
8.238484,33.772472,-25.533988
8.241857,33.771915,-25.530059
8.245228,33.771355,-25.526128
8.248597,33.770792,-25.522195
8.251964,33.770225,-25.518261
8.255330,33.769654,-25.514324
8.258693,33.769080,-25.510386
8.262055,33.768502,-25.506447
8.265416,33.767921,-25.502505
8.268774,33.767336,-25.498562
8.272131,33.766748,-25.494617
8.275486,33.766157,-25.490671
8.278839,33.765561,-25.486722
8.282191,33.764963,-25.482772
8.285541,33.764361,-25.478820
8.288889,33.763755,-25.474866
8.292235,33.763146,-25.470911
8.295579,33.762533,-25.466954
8.298922,33.761917,-25.462995
8.302263,33.761298,-25.459035
8.305603,33.760675,-25.455072
8.308940,33.760049,-25.451108
8.312276,33.759419,-25.447143
8.315611,33.758786,-25.443175
8.318943,33.758149,-25.439206
8.322274,33.757509,-25.435235
8.325603,33.756866,-25.431262
8.328931,33.756219,-25.427288
8.332256,33.755568,-25.423312
8.335580,33.754915,-25.419334
8.338903,33.754258,-25.415355
8.342223,33.753597,-25.411374
8.345542,33.752933,-25.407391
8.348859,33.752266,-25.403407
8.352175,33.751595,-25.399420
8.355489,33.750921,-25.395432
8.358801,33.750244,-25.391443
8.362112,33.749563,-25.387451
8.365421,33.748879,-25.383458
8.368728,33.748192,-25.379464
8.372033,33.747501,-25.375467
8.375337,33.746807,-25.371469
8.378640,33.746109,-25.367470
8.381940,33.745408,-25.363468
8.385239,33.744704,-25.359465
8.388537,33.743997,-25.355460
8.391832,33.743286,-25.351454
8.395126,33.742572,-25.347446
8.398419,33.741855,-25.343436
8.401709,33.741134,-25.339424
8.404999,33.740410,-25.335411
8.408286,33.739683,-25.331396
8.411572,33.738952,-25.327380
8.414856,33.738218,-25.323362
8.418139,33.737481,-25.319342
8.421420,33.736741,-25.315321
8.424699,33.735997,-25.311298
8.427977,33.735250,-25.307273
8.431254,33.734500,-25.303246
8.434528,33.733747,-25.299218
8.437801,33.732990,-25.295189
8.441073,33.732230,-25.291157
8.444342,33.731467,-25.287124
8.447611,33.730700,-25.283090
8.450877,33.729931,-25.279053
8.454142,33.729158,-25.275016
8.457406,33.728382,-25.270976
8.460668,33.727603,-25.266935
8.463928,33.726820,-25.262892
8.467187,33.726035,-25.258848
8.470444,33.725246,-25.254802
8.473700,33.724454,-25.250754
8.476954,33.723659,-25.246705
8.480206,33.722860,-25.242654
8.483457,33.722059,-25.238601
8.486707,33.721254,-25.234547
8.489955,33.720446,-25.230491
8.493201,33.719635,-25.226434
8.496446,33.718821,-25.222375
8.499689,33.718003,-25.218314
8.502931,33.717183,-25.214252
8.506171,33.716359,-25.210188
8.509410,33.715532,-25.206123
8.512647,33.714702,-25.202056
8.515882,33.713869,-25.197987
8.519116,33.713033,-25.193917
8.522349,33.712194,-25.189845
8.525580,33.711351,-25.185771
8.528809,33.710506,-25.181696
8.532037,33.709657,-25.177620
8.535264,33.708805,-25.173541
8.538489,33.707951,-25.169462
8.541712,33.707093,-25.165380
8.544934,33.706232,-25.161297
8.548155,33.705368,-25.157213
8.551374,33.704500,-25.153127
8.554591,33.703630,-25.149039
8.557808,33.702757,-25.144949
8.561022,33.701881,-25.140859
8.564235,33.701001,-25.136766
8.567447,33.700119,-25.132672
8.570657,33.699233,-25.128577
8.573865,33.698345,-25.124479
8.577073,33.697453,-25.120381
8.580278,33.696559,-25.116280
8.583483,33.695661,-25.112179
8.586685,33.694760,-25.108075
8.589887,33.693857,-25.103970
8.593087,33.692950,-25.099864
8.596285,33.692041,-25.095756
8.599482,33.691128,-25.091646
8.602677,33.690212,-25.087535
8.605872,33.689294,-25.083422
8.609064,33.688372,-25.079308
8.612255,33.687447,-25.075192
8.615445,33.686520,-25.071074
8.618634,33.685589,-25.066956
8.621820,33.684656,-25.062835
8.625006,33.683719,-25.058713
8.628190,33.682780,-25.054590
8.631373,33.681837,-25.050464
8.634554,33.680892,-25.046338
8.637734,33.679943,-25.042210
8.640912,33.678992,-25.038080
8.644089,33.678038,-25.033949
8.647265,33.677081,-25.029816
8.650439,33.676121,-25.025682
8.653612,33.675158,-25.021546
8.656783,33.674192,-25.017409
8.659953,33.673223,-25.013270
8.663122,33.672252,-25.009130
8.666289,33.671277,-25.004988
8.669455,33.670299,-25.000845
8.672619,33.669319,-24.996700
8.675782,33.668336,-24.992553
8.678944,33.667350,-24.988406
8.682104,33.666361,-24.984256
8.685263,33.665369,-24.980105
8.688421,33.664374,-24.975953
8.691577,33.663376,-24.971799
8.694732,33.662376,-24.967644
8.697886,33.661372,-24.963487
8.701038,33.660366,-24.959328
8.704188,33.659357,-24.955168
8.707338,33.658345,-24.951007
8.710486,33.657330,-24.946844
8.713633,33.656313,-24.942680
8.716778,33.655292,-24.938514
8.719922,33.654269,-24.934347
8.723065,33.653243,-24.930178
8.726206,33.652214,-24.926008
8.729346,33.651182,-24.921836
8.732485,33.650148,-24.917663
8.735623,33.649110,-24.913488
8.738759,33.648070,-24.909312
8.741893,33.647027,-24.905134
8.745027,33.645982,-24.900955
8.748159,33.644933,-24.896774
8.751290,33.643882,-24.892592
8.754419,33.642828,-24.888409
8.757548,33.641771,-24.884224
8.760674,33.640712,-24.880037
8.763800,33.639649,-24.875849
8.766924,33.638584,-24.871660
8.770047,33.637516,-24.867469
8.773169,33.636446,-24.863277
8.776289,33.635373,-24.859083
8.779409,33.634297,-24.854888
8.782526,33.633218,-24.850691
8.785643,33.632136,-24.846493
8.788758,33.631052,-24.842294
8.791872,33.629965,-24.838093
8.794985,33.628875,-24.833890
8.798097,33.627783,-24.829686
8.801207,33.626688,-24.825481
8.804316,33.625590,-24.821274
8.807423,33.624489,-24.817066
8.810530,33.623386,-24.812856
8.813635,33.622280,-24.808645
8.816739,33.621172,-24.804433
8.819841,33.620060,-24.800219
8.822943,33.618947,-24.796004
8.826043,33.617830,-24.791787
8.829142,33.616711,-24.787569
8.832240,33.615589,-24.783349
8.835336,33.614464,-24.779128
8.838431,33.613337,-24.774906
8.841525,33.612207,-24.770682
8.844618,33.611074,-24.766456
8.847709,33.609939,-24.762230
8.850800,33.608801,-24.758002
8.853889,33.607661,-24.753772
8.856976,33.606518,-24.749541
8.860063,33.605372,-24.745309
8.863148,33.604224,-24.741075
8.866233,33.603073,-24.736840
8.869316,33.601919,-24.732603
8.872397,33.600763,-24.728365
8.875478,33.599604,-24.724126
8.878557,33.598443,-24.719885
8.881635,33.597279,-24.715643
8.884712,33.596112,-24.711400
8.887788,33.594943,-24.707155
8.890863,33.593771,-24.702908
8.893936,33.592597,-24.698661
8.897008,33.591420,-24.694412
8.900079,33.590241,-24.690161
8.903149,33.589058,-24.685909
8.906218,33.587874,-24.681656
8.909285,33.586687,-24.677401
8.912352,33.585497,-24.673145
8.915417,33.584305,-24.668888
8.918481,33.583110,-24.664629
8.921544,33.581913,-24.660369
8.924605,33.580713,-24.656107
8.927666,33.579510,-24.651845
8.930725,33.578305,-24.647580
8.933783,33.577098,-24.643315
8.936840,33.575888,-24.639048
8.939896,33.574675,-24.634779
8.942951,33.573460,-24.630510
8.946004,33.572243,-24.626239
8.949057,33.571023,-24.621966
8.952108,33.569800,-24.617692
8.955158,33.568575,-24.613417
8.958207,33.567348,-24.609141
8.961255,33.566118,-24.604863
8.964302,33.564886,-24.600584
8.967348,33.563651,-24.596303
8.970392,33.562413,-24.592021
8.973435,33.561173,-24.587738
8.976478,33.559931,-24.583453
8.979519,33.558686,-24.579167
8.982559,33.557439,-24.574880
8.985598,33.556189,-24.570591
8.988636,33.554937,-24.566301
8.991672,33.553682,-24.562010
8.994708,33.552425,-24.557717
8.997742,33.551166,-24.553423
9.000776,33.549904,-24.549128
9.003808,33.548640,-24.544831
9.006839,33.547373,-24.540533
9.009869,33.546104,-24.536234
9.012898,33.544832,-24.531934
9.015926,33.543558,-24.527632
9.018953,33.542282,-24.523328
9.021979,33.541003,-24.519024
9.025004,33.539721,-24.514718
9.028027,33.538438,-24.510411
9.031050,33.537152,-24.506102
9.034071,33.535863,-24.501792
9.037092,33.534573,-24.497481
9.040111,33.533279,-24.493168
9.043129,33.531984,-24.488855
9.046146,33.530686,-24.484539
9.049163,33.529386,-24.480223
9.052178,33.528083,-24.475905
9.055192,33.526778,-24.471586
9.058205,33.525471,-24.467266
9.061217,33.524161,-24.462944
9.064227,33.522849,-24.458621
9.067237,33.521534,-24.454297
9.070246,33.520218,-24.449972
9.073254,33.518898,-24.445645
9.076260,33.517577,-24.441317
9.079266,33.516253,-24.436987
9.082271,33.514927,-24.432656
9.085274,33.513599,-24.428324
9.088277,33.512268,-24.423991
9.091278,33.510935,-24.419657
9.094279,33.509600,-24.415321
9.097278,33.508262,-24.410984
9.100277,33.506922,-24.406645
9.103274,33.505580,-24.402305
9.106271,33.504235,-24.397965
9.109266,33.502888,-24.393622
9.112261,33.501539,-24.389279
9.115254,33.500188,-24.384934
9.118246,33.498834,-24.380588
9.121238,33.497478,-24.376240
9.124228,33.496120,-24.371892
9.127218,33.494760,-24.367542
9.130206,33.493397,-24.363191
9.133193,33.492032,-24.358838
9.136180,33.490665,-24.354485
9.139165,33.489295,-24.350130
9.142150,33.487923,-24.345774
9.145133,33.486549,-24.341416
9.148116,33.485173,-24.337057
9.151097,33.483794,-24.332697
9.154078,33.482414,-24.328336
9.157057,33.481031,-24.323974
9.160036,33.479646,-24.319610
9.163013,33.478258,-24.315245
9.165990,33.476869,-24.310879
9.168966,33.475477,-24.306511
9.171940,33.474083,-24.302142
9.174914,33.472687,-24.297772
9.177887,33.471288,-24.293401
9.180859,33.469887,-24.289029
9.183830,33.468485,-24.284655
9.186800,33.467080,-24.280280
9.189768,33.465672,-24.275904
9.192737,33.464263,-24.271526
9.195704,33.462851,-24.267148
9.198670,33.461438,-24.262768
9.201635,33.460022,-24.258387
9.204599,33.458604,-24.254004
9.207562,33.457183,-24.249621
9.210525,33.455761,-24.245236
9.213486,33.454336,-24.240850
9.216447,33.452909,-24.236463
9.219406,33.451481,-24.232074
9.222365,33.450050,-24.227685
9.225323,33.448616,-24.223294
9.228280,33.447181,-24.218901
9.231236,33.445744,-24.214508
9.234190,33.444304,-24.210114
9.237145,33.442862,-24.205718
9.240098,33.441418,-24.201321
9.243050,33.439972,-24.196922
9.246001,33.438524,-24.192523
9.248952,33.437074,-24.188122
9.251901,33.435622,-24.183721
9.254850,33.434167,-24.179318
9.257798,33.432711,-24.174913
9.260744,33.431252,-24.170508
9.263690,33.429792,-24.166101
9.266635,33.428329,-24.161693
9.269580,33.426864,-24.157284
9.272523,33.425397,-24.152874
9.275465,33.423928,-24.148463
9.278407,33.422457,-24.144050
9.281347,33.420983,-24.139636
9.284287,33.419508,-24.135221
9.287226,33.418031,-24.130805
9.290164,33.416551,-24.126387
9.293101,33.415070,-24.121969
9.296037,33.413586,-24.117549
9.298973,33.412101,-24.113128
9.301907,33.410613,-24.108706
9.304841,33.409123,-24.104282
9.307774,33.407631,-24.099858
9.310705,33.406138,-24.095432
9.313636,33.404642,-24.091005
9.316567,33.403144,-24.086577
9.319496,33.401644,-24.082148
9.322425,33.400142,-24.077718
9.325352,33.398638,-24.073286
9.328279,33.397132,-24.068853
9.331205,33.395624,-24.064419
9.334130,33.394114,-24.059984
9.337054,33.392602,-24.055548
9.339978,33.391088,-24.051111
9.342900,33.389572,-24.046672
9.345822,33.388054,-24.042232
9.348743,33.386534,-24.037791
9.351663,33.385012,-24.033349
9.354582,33.383488,-24.028906
9.357501,33.381962,-24.024462
9.360418,33.380434,-24.020016
9.363335,33.378904,-24.015569
9.366251,33.377373,-24.011121
9.369166,33.375839,-24.006672
9.372081,33.374303,-24.002222
9.374994,33.372765,-23.997771
9.377907,33.371225,-23.993318
9.380819,33.369684,-23.988865
9.383730,33.368140,-23.984410
9.386640,33.366594,-23.979954
9.389550,33.365047,-23.975497
9.392458,33.363497,-23.971039
9.395366,33.361946,-23.966580
9.398273,33.360392,-23.962119
9.401179,33.358837,-23.957657
9.404085,33.357280,-23.953195
9.406990,33.355720,-23.948731
9.409894,33.354159,-23.944266
9.412797,33.352596,-23.939800
9.415699,33.351031,-23.935332
9.418600,33.349464,-23.930864
9.421501,33.347896,-23.926394
9.424401,33.346325,-23.921924
9.427300,33.344752,-23.917452
9.430199,33.343178,-23.912979
9.433096,33.341601,-23.908505
9.435993,33.340023,-23.904030
9.438889,33.338443,-23.899553
9.441785,33.336861,-23.895076
9.444679,33.335277,-23.890597
9.447573,33.333691,-23.886118
9.450466,33.332103,-23.881637
9.453358,33.330513,-23.877155
9.456250,33.328922,-23.872672
9.459141,33.327328,-23.868188
9.462031,33.325733,-23.863702
9.464920,33.324136,-23.859216
9.467809,33.322537,-23.854729
9.470696,33.320936,-23.850240
9.473583,33.319334,-23.845750
9.476470,33.317729,-23.841260
9.479355,33.316123,-23.836768
9.482240,33.314515,-23.832275
9.485124,33.312904,-23.827781
9.488007,33.311293,-23.823285
9.490890,33.309679,-23.818789
9.493772,33.308063,-23.814292
9.496653,33.306446,-23.809793
9.499533,33.304827,-23.805294
9.502413,33.303206,-23.800793
9.505292,33.301583,-23.796291
9.508170,33.299958,-23.791788
9.511047,33.298331,-23.787284
9.513924,33.296703,-23.782779
9.516800,33.295073,-23.778273
9.519675,33.293441,-23.773766
9.522550,33.291807,-23.769257
9.525424,33.290172,-23.764748
9.528297,33.288534,-23.760237
9.531169,33.286895,-23.755726
9.534041,33.285254,-23.751213
9.536912,33.283612,-23.746699
9.539783,33.281967,-23.742185
9.542652,33.280321,-23.737669
9.545521,33.278673,-23.733152
9.548389,33.277023,-23.728634
9.551257,33.275372,-23.724115
9.554124,33.273718,-23.719594
9.556990,33.272063,-23.715073
9.559855,33.270406,-23.710551
9.562720,33.268747,-23.706027
9.565584,33.267087,-23.701503
9.568448,33.265425,-23.696977
9.571310,33.263761,-23.692451
9.574172,33.262095,-23.687923
9.577034,33.260428,-23.683394
9.579894,33.258759,-23.678864
9.582754,33.257088,-23.674333
9.585614,33.255415,-23.669801
9.588472,33.253741,-23.665268
9.591330,33.252065,-23.660734
9.594188,33.250387,-23.656199
9.597044,33.248707,-23.651663
9.599900,33.247026,-23.647126
9.602756,33.245343,-23.642588
9.605610,33.243659,-23.638048
9.608464,33.241972,-23.633508
9.611318,33.240284,-23.628966
9.614170,33.238594,-23.624424
9.617022,33.236903,-23.619880
9.619874,33.235209,-23.615336
9.622724,33.233514,-23.610790
9.625574,33.231818,-23.606243
9.628424,33.230119,-23.601696
9.631273,33.228419,-23.597147
9.634121,33.226718,-23.592597
9.636968,33.225014,-23.588046
9.639815,33.223309,-23.583494
9.642661,33.221603,-23.578941
9.645507,33.219894,-23.574387
9.648352,33.218184,-23.569832
9.651196,33.216472,-23.565276
9.654039,33.214759,-23.560719
9.656882,33.213044,-23.556161
9.659725,33.211327,-23.551602
9.662567,33.209608,-23.547042
9.665408,33.207888,-23.542481
9.668248,33.206167,-23.537918
9.671088,33.204443,-23.533355
9.673927,33.202718,-23.528791
9.676766,33.200991,-23.524225
9.679604,33.199263,-23.519659
9.682441,33.197533,-23.515092
9.685278,33.195802,-23.510523
9.688114,33.194068,-23.505954
9.690950,33.192333,-23.501384
9.693785,33.190597,-23.496812
9.696619,33.188859,-23.492240
9.699453,33.187119,-23.487666
9.702286,33.185378,-23.483092
9.705118,33.183635,-23.478516
9.707950,33.181890,-23.473940
9.710782,33.180144,-23.469362
9.713612,33.178396,-23.464783
9.716443,33.176646,-23.460204
9.719272,33.174895,-23.455623
9.722101,33.173143,-23.451042
9.724929,33.171388,-23.446459
9.727757,33.169632,-23.441875
9.730584,33.167875,-23.437291
9.733411,33.166116,-23.432705
9.736237,33.164355,-23.428119
9.739062,33.162593,-23.423531
9.741887,33.160829,-23.418942
9.744711,33.159064,-23.414353
9.747535,33.157297,-23.409762
9.750358,33.155528,-23.405170
9.753180,33.153758,-23.400578
9.756002,33.151986,-23.395984
9.758824,33.150213,-23.391390
9.761644,33.148438,-23.386794
9.764465,33.146662,-23.382197
9.767284,33.144884,-23.377600
9.770103,33.143104,-23.373001
9.772922,33.141323,-23.368402
9.775740,33.139541,-23.363801
9.778557,33.137756,-23.359199
9.781374,33.135971,-23.354597
9.784190,33.134183,-23.349993
9.787006,33.132395,-23.345389
9.789821,33.130604,-23.340783
9.792635,33.128812,-23.336177
9.795449,33.127019,-23.331569
9.798263,33.125224,-23.326961
9.801076,33.123427,-23.322351
9.803888,33.121629,-23.317741
9.806700,33.119830,-23.313129
9.809511,33.118028,-23.308517
9.812322,33.116226,-23.303904
9.815132,33.114422,-23.299289
9.817942,33.112616,-23.294674
9.820751,33.110809,-23.290058
9.823560,33.109000,-23.285441
9.826368,33.107190,-23.280822
9.829175,33.105378,-23.276203
9.831982,33.103565,-23.271583
9.834788,33.101750,-23.266962
9.837594,33.099934,-23.262340
9.840400,33.098116,-23.257717
9.843204,33.096297,-23.253092
9.846009,33.094476,-23.248467
9.848812,33.092654,-23.243841
9.851616,33.090830,-23.239215
9.854418,33.089005,-23.234587
9.857221,33.087178,-23.229958
9.860022,33.085350,-23.225328
9.862823,33.083521,-23.220697
9.865624,33.081689,-23.216065
9.868424,33.079857,-23.211433
9.871224,33.078023,-23.206799
9.874023,33.076187,-23.202164
9.876821,33.074350,-23.197529
9.879620,33.072512,-23.192892
9.882417,33.070672,-23.188255
9.885214,33.068830,-23.183616
9.888011,33.066987,-23.178977
9.890807,33.065143,-23.174336
9.893602,33.063297,-23.169695
9.896397,33.061450,-23.165053
9.899192,33.059601,-23.160410
9.901986,33.057751,-23.155765
9.904779,33.055900,-23.151120
9.907572,33.054047,-23.146474
9.910365,33.052192,-23.141827
9.913157,33.050336,-23.137179
9.915949,33.048479,-23.132530
9.918740,33.046620,-23.127881
9.921530,33.044760,-23.123230
9.924320,33.042898,-23.118578
9.927110,33.041035,-23.113926
9.929899,33.039171,-23.109272
9.932688,33.037305,-23.104617
9.935476,33.035438,-23.099962
9.938263,33.033569,-23.095305
9.941050,33.031699,-23.090648
9.943837,33.029827,-23.085990
9.946623,33.027954,-23.081331
9.949409,33.026080,-23.076670
9.952194,33.024204,-23.072009
9.954979,33.022327,-23.067347
9.957763,33.020448,-23.062684
9.960547,33.018568,-23.058021
9.963331,33.016686,-23.053356
9.966114,33.014804,-23.048690
9.968896,33.012919,-23.044023
9.971678,33.011034,-23.039356
9.974459,33.009147,-23.034687
9.977240,33.007258,-23.030018
9.980021,33.005368,-23.025347
9.982801,33.003477,-23.020676
9.985581,33.001585,-23.016004
9.988360,32.999691,-23.011331
9.991139,32.997795,-23.006657
9.993917,32.995899,-23.001982
9.996695,32.994000,-22.997306
9.999472,32.992101,-22.992629
10.002249,32.990200,-22.987951
10.005025,32.988298,-22.983273
10.007801,32.986394,-22.978593
10.010577,32.984489,-22.973912
10.013352,32.982583,-22.969231
10.016127,32.980675,-22.964549
10.018901,32.978766,-22.959866
10.021674,32.976856,-22.955181
10.024448,32.974944,-22.950496
10.027221,32.973031,-22.945810
10.029993,32.971116,-22.941123
10.032765,32.969201,-22.936436
10.035537,32.967283,-22.931747
10.038308,32.965365,-22.927057
10.041078,32.963445,-22.922367
10.043849,32.961524,-22.917675
10.046618,32.959601,-22.912983
10.049388,32.957677,-22.908290
10.052157,32.955752,-22.903596
10.054925,32.953826,-22.898901
10.057693,32.951898,-22.894205
10.060461,32.949968,-22.889508
10.063228,32.948038,-22.884810
10.065995,32.946106,-22.880111
10.068761,32.944173,-22.875412
10.071527,32.942238,-22.870711
10.074292,32.940302,-22.866010
10.077058,32.938365,-22.861308
10.079822,32.936427,-22.856605
10.082586,32.934487,-22.851900
10.085350,32.932546,-22.847196
10.088114,32.930603,-22.842490
10.090877,32.928660,-22.837783
10.093639,32.926714,-22.833075
10.096401,32.924768,-22.828367
10.099163,32.922820,-22.823657
10.101924,32.920871,-22.818947
10.104685,32.918921,-22.814236
10.107446,32.916969,-22.809524
10.110206,32.915017,-22.804811
10.112965,32.913062,-22.800097
10.115725,32.911107,-22.795382
10.118484,32.909150,-22.790666
10.121242,32.907192,-22.785950
10.124000,32.905233,-22.781233
10.126758,32.903272,-22.776514
10.129515,32.901310,-22.771795
10.132272,32.899347,-22.767075
10.135028,32.897382,-22.762354
10.137784,32.895416,-22.757632
10.140540,32.893449,-22.752909
10.143295,32.891481,-22.748186
10.146050,32.889511,-22.743461
10.148804,32.887540,-22.738736
10.151558,32.885568,-22.734010
10.154312,32.883595,-22.729283
10.157065,32.881620,-22.724554
10.159818,32.879644,-22.719826
10.162571,32.877667,-22.715096
10.165323,32.875688,-22.710365
10.168075,32.873708,-22.705634
10.170826,32.871727,-22.700901
10.173577,32.869745,-22.696168
10.176327,32.867761,-22.691434
10.179077,32.865776,-22.686699
10.181827,32.863790,-22.681963
10.184577,32.861803,-22.677226
10.187326,32.859814,-22.672489
10.190074,32.857824,-22.667750
10.192823,32.855833,-22.663011
10.195570,32.853841,-22.658270
10.198318,32.851847,-22.653529
10.201065,32.849852,-22.648787
10.203812,32.847856,-22.644044
10.206558,32.845859,-22.639301
10.209304,32.843860,-22.634556
10.212050,32.841860,-22.629811
10.214795,32.839859,-22.625064
10.217540,32.837857,-22.620317
10.220284,32.835853,-22.615569
10.223028,32.833849,-22.610820
10.225772,32.831843,-22.606070
10.228516,32.829835,-22.601320
10.231259,32.827827,-22.596568
10.234001,32.825817,-22.591816
10.236743,32.823806,-22.587063
10.239485,32.821794,-22.582309
10.242227,32.819781,-22.577554
10.244968,32.817766,-22.572798
10.247709,32.815750,-22.568041
10.250449,32.813733,-22.563284
10.253190,32.811715,-22.558525
10.255929,32.809695,-22.553766
10.258669,32.807675,-22.549006
10.261408,32.805653,-22.544245
10.264146,32.803630,-22.539483
10.266885,32.801605,-22.534721
10.269623,32.799580,-22.529957
10.272360,32.797553,-22.525193
10.275097,32.795525,-22.520427
10.277834,32.793496,-22.515661
10.280571,32.791465,-22.510894
10.283307,32.789434,-22.506127
